Comment,Footprint,Designator,LCSC Part #
WS2812B3535,LED3535,"LED1, LED2, LED3, LED4, LED5, LED6, LED7, LED8, LED9, LED10, LED11, LED12, LED13, LED14, LED15, LED16, LED17, LED18, LED19, LED20",C527089
